Unexpected,6,Internet,"What are your usual habits when you are online? Do you usually share videos, do your shopping, read the news, etc? What do you usually do online?",When did you first become interested in surfing the Internet? Tell me about your first experience or experiences of surfing the Internet in great detail. What were your first impressions of it? What do you remember about it?,"Tell me about a project that you worked on that involved doing research on the Internet. Start with giving me some background about the project? when and where it was. And then, tell me how you used the Internet to get the project done."
Unexpected,6,Internet,"What are your usual habits when you are online? Do you usually share videos, do your shopping, read the news, etc? What do you usually do online?","Describe something memorable you saw online for work or for leisure. Maybe it was something impressive, unusual, humorous or meaningful for you. What did you notice about it? What made it special?","Tell me about a project that you worked on that involved doing research on the Internet. Start with giving me some background about the project? when and where it was. And then, tell me how you used the Internet to get the project done."
Unexpected,5,Recycling,I'd like to know about how recycling is practiced in your country. What do people spccofically do? Tell me how things are recycled.,Recycling is a common practice. Tell me about all the different kinds of things that you recycle.,Tell me what recycling was like when you were a child. Did your family recycle? Was there a particular place to bring the recyclables? Did you have special containers? Describe what it was like and what you did in detail.
Unexpected,5,Recycling,Recycling is a common practice. Tell me about all the different kinds of things that you recycle.,Tell me what recycling was like when you were a child. Did your family recycle? Was there a particular place to bring the recyclables? Did you have special containers? Describe what it was like and what you did in detail.,"Problems sometimes occur while recycling. Perhaps, the pick-up service did not come as planned. Or, the items were too big for the containers. Or, the container turned over and spilled the items. Tell me about something memorable that happened to you or your family."
Unexpected,6,Recycling,I'd like to know about how recycling is practiced in your country. What do people spccofically do? Tell me how things are recycled.,Recycling is a common practice. Tell me about all the different kinds of things that you recycle.,"Can you tell me about a story or an experience you had related to recycling? Maybe something went wrong with recycling, or you might have had a discussion with a friend who disagrees with recycling. Describe your experience in detail."
Unexpected,5,Restaurant,Tell me about a restaurant near where you live. What kind of food does it serve? How are the prices? How often do you go there? Give me as much detail as you can about one of your favorite local places to eat.,Describe your favorite restaurant that has an ethnic or international menu. Tell me everything about that place in as much detail as possible.,When was the last time you ate at a restaurant with an international menu? Where was it? Who were you with? What did you eat? Tell me the entire story of that visit to that restaurant.
Unexpected,5,Restaurant,Tell me about the restaurants in your country. What is a typical restaurant like?,"Tell me about what you usually do when you eat at a restaurant. What do you do first, second, etc?",Describe for me a restaurant that you remember from your childhood. What was the restaurant like? Was it different from the restaurants you visit today?
Unexpected,6,Restaurant,Talk about your favorite take-out or delivery food restaurant. What is the place like? What kind of food do they commonly offer?,Talk about the last time you used a take-out or delivery food service. What did you get and where was it? What do you remember about that experience?,Talk about a time when you used a take-out or a delivery service for a special occasion involving a large number of people. What was the occasion? What did you have to do to use the service? Tell me about that experience in as much detail as possible.
Survey,5,Domestic Trips,You indicated in the survey that you take vacations domestically. Tell me some of the places you like to travel and why you like going there.,Can you tell me all the things you do in order to prepare to take trips?,"Traveling can lead to many kinds of interesting, funny and unexpected experiences. Tell me about one travel experience you had that was unforgettable. Start by telling me when this happened, where you were, and who you were with. Then, tell me about all the things that happened that made this experience so unforgettable."
Survey,5,Domestic Trips,You indicated in the survey that you take vacations domestically. Tell me some of the places you like to travel and why you like going there.,Can you tell me all the things you do in order to prepare to take trips?,Tell me about some of the trips that you took in your youth. Where did you go? Who did you go with? And what did you see or do during those early trips?
Survey,6,Domestic Trips,You indicated in the survey that you take vacations domestically. Tell me some of the places you like to travel and why you like going there.,Tell me about some of the trips that you took in your youth. Where did you go? Who did you go with? And what did you see or do during those early trips?,"Traveling can lead to many kinds of interesting, funny and unexpected experiences. Tell me about one travel experience you had that was unforgettable. Start by telling me when this happened, where you were, and who you were with. Then, tell me about all the things that happened that made this experience so unforgettable."
Survey,5,Housing ,I would like to now talk about where you live. Can you describe your home to me? What does it look like? How many rooms does it have? Give me a description with lots of details.,What is your normal routine at home? What do you usually do during the weekdays? What kinds of things do you do on the weekend?,Describe the home you lived in as a child. How was that home different from the home you live in now?
Survey,5,Housing ,I would like to now talk about where you live. What is your favorite room in your home? What does it look like?,Tell me what you do to keep your house clean and comfortable. What kinds of housework do you do around your home?,Describe the home you lived in as a child. How was that home different from the home you live in now?
Survey,5,Housing ,I would like to now talk about where you live. Can you describe your home to me? What does it look like? How many rooms does it have? Give me a description with lots of details.,What is your normal routine at home? What do you usually do during the weekdays? What kinds of things do you do on the weekend?,"There are always problems which happen in any home. Things break, projects do not go as planned, or people you live with don’t cooperate. Tell me about some problems or issues that have happened in your home."
Survey,6,Housing ,I would like to now talk about where you live. What is your favorite room in your home? What does it look like?,Describe the home you lived in as a child. How was that home different from the home you live in now?,"Sometimes, we want to change something in our home. Maybe we could get new furniture or do some painting or decorating. Tell me about one change that you made in your home. Tell me why you decided to make that change and everything you had to do to make that change happen."
Survey,6,Housing ,I would like to now talk about where you live. What is your favorite room in your home? What does it look like?,Tell me about a house or apartment where you grew up in. What did your home and the surrounding area look like when you were young? How has it changed?,"Talk about a special memory you had with your family members at home. Maybe it was something
funny,surprising, or important that happened. Tell me about that moment that stands out in your memory. Give me lots of details."
Survey,6,Housing ,I would like to now talk about where you live. Can you describe your home to me? What does it look like? How many rooms does it have? Give me a description with lots of details.,"There are always problems which happen in any home. Things break, projects do not go as planned, or people you live with don’t cooperate. Tell me about some problems or issues that have happened in your home.","Pick one of those problems you just mentioned and explain to me everything that happened. Start with when it happened and anything that may have caused the problem. Then, explain in detail everything you did to resolve the problem."
Survey,5,movie,You indicated in the survey that you go to movies with adults. Tell me about the kinds of movies that you like to see.,Tell me what you usually do when you go to see movies. Who do you like to go with? What do you do before and after the movie?,"I would like to know about the last time you went to the movies. Tell me everything that happened that day,including all the things you did before and after the movie."
Survey,6,movie,You indicated in the survey that you go to movies with adults. Tell me about the kinds of movies that you like to see.,"I would like to know about the last time you went to the movies. Tell me everything that happened that day,including all the things you did before and after the movie.","What was a memorable movie you watched in the past? What was it about? What was special about that movie? 
Would you recommend that movie to other people?"
Survey,6,movie,You indicated in the survey that you go to movies with adults. Tell me about the kinds of movies that you like to see.,"I would like to know about the last time you went to the movies. Tell me everything that happened that day,including all the things you did before and after the movie.","Who is one of your favorite actors? Tell me a specific story about something this actor did that you heard about in the news. Begin the story with some details about the actor or the actress. And then, tell me all the details of what happened, especially things that made this incident so interesting to movie fans."
Survey,5,Music,You indicated in the survey that you listen to music. What kinds of music do you listen to? Who are some of your favorite musicians and[or] composers?,When and where do you usually go to listen to music? Do you listen to radio? Do you go to concerts? Tell me about the different ways you enjoy music.,When did you first become interested in music? What kinds of music did you like first? Tell me how your interest in music developed from your childhood until today.
Survey,6,Music,You indicated in the survey that you listen to music. What kinds of music do you listen to? Who are some of your favorite musicians and[or] composers?,When did you first become interested in music? What kinds of music did you like first? Tell me how your interest in music developed from your childhood until today.,Could you think back to a particularly memorable time when you heard live music? Describe that experience in detail. When was it? Where were you? Who were you with? Who did you hear? What happened that made that performance so memorable?
Survey,5,Overseas Trips,You indicated in the survey that you take vacations internationally. Can you describe for me one of the countries or cities you’ve visited? What does it look like? And what are the people like there?,Can you tell me about the things you like to do when visiting another country?,Describe for me your first trip to another country. When was the trip? Where did you go? Who did you go with and what did you do? Describe that experience for me in as much detail as possible.
Survey,6,Overseas Trips,You indicated in the survey that you take vacations internationally. Can you describe for me one of the countries or cities you’ve visited? What does it look like? And what are the people like there?,Think about another country that you visited when you were young. Describe what that country was like with lots of details. What were your impressions of that place?,
Survey,6,Overseas Trips,You indicated in the survey that you take vacations internationally. Can you describe for me one of the countries or cities you’ve visited? What does it look like? And what are the people like there?,Think about another country that you visited when you were young. Describe what that country was like with lots of details. What were your impressions of that place?,Tell me about a popular place tourists like to go to when traveling outside your country. Why do they like visiting those locations?
Survey,5,Shopping,"You indicated in the survey that you go shopping. Tell me about stores or shopping centers in your country.
What are these places like?",Where do you go when you go shopping for something? What do you buy when you go there? What is special about that place?,Think about your early memories of shopping. Is there a store or a market that you remember from your childhood? Describe this place for me. What did it look like? What was your impression of the place?
Survey,5,Shopping,"You indicated in the survey that you go shopping. Tell me about stores or shopping centers in your country.
What are these places like?",Describe a typical shopping day for you. Tell me everything you do from the moment you leave home until you return.,"Tell me about your early memories of shopping and how you came to enjoy it so much. You could include information about where and when you used to shop,the people you went shopping with, what kinds of things you used to do while shopping or anything else that would give a clear picture of that experience."
Survey,5,Shopping,"You indicated in the survey that you go shopping. I’d like to know more about your interest in shopping.
Where do you go? Who do you shop with?",Describe a typical shopping day for you. Tell me everything you do from the moment you leave home until you return.,"Tell me about your early memories of shopping and how you came to enjoy it so much. You could include information about where and when you used to shop,the people you went shopping with, what kinds of things you used to do while shopping or anything else that would give a clear picture of that experience."
Survey,6,Shopping,"You indicated in the survey that you go shopping. Tell me about stores or shopping centers in your country.
What are these places like?","Tell me about your early memories of shopping and how you came to enjoy it so much. You could include information about where and when you used to shop,the people you went shopping with, what kinds of things you used to do while shopping or anything else that would give a clear picture of that experience.","Sometimes, funny or unexpected things happen while shopping. Tell me the story of a memorable shopping experience you had. Maybe you saw a friend at a store, maybe the item you bought was broken or did not work."
Survey,6,Shopping,"You indicated in the survey that you go shopping. I’d like to know more about your interest in shopping.
Where do you go? Who do you shop with?","When was the last time you went to shop for something? Where did you go and what did you buy?
Who did you go with? What was special about that shopping experience?","Tell me about your early memories of shopping and how you came to enjoy it so much. You could include information about where and when you used to shop,the people you went shopping with, what kinds of things you used to do while shopping or anything else that would give a clear picture of that experience."
Survey,5,TV,Tell me about the kinds of TV shows or movies you like to watch.,Tell me what you usually do when you watch TV shows or movies. When do you watch it? Who do you watch it with? Where do you watch it? Tell me about your typical routine when you watch TV shows or movies. ,TV shows have definitely changed over time. Describe for me a TV show that you remember from your childhood. What was the show like? How was it different from the TV shows that are popular today? 
Survey,5,TV,Tell me about the kinds of TV shows or movies you like to watch.,Pick your favorite TV or movie character and tell me all the things that character does in the show or movie.,"Tell me how you first became interested in watching TV or movies,and how that interest has changed or developed from when you first became interested until today."
Survey,6,TV,Tell me about the kinds of TV shows or movies you like to watch.,"Tell me how you first became interested in watching TV or movies,and how that interest has changed or developed from when you first became interested until today.","Can you tell me about a TV show or a movie that was particularly memorable? What was it and who was in it?
Where did the action take place? What happened and why was it so memorable for you? Give me the details starting from the beginning to the end."
Survey,6,TV,Tell me about the kinds of TV shows or movies you like to watch.,TV shows have definitely changed over time. Describe for me a TV show that you remember from your childhood. What was the show like? How was it different from the TV shows that are popular today? ,"Can you tell me about a TV show or a movie that was particularly memorable? What was it and who was in it?
Where did the action take place? What happened and why was it so memorable for you? Give me the details starting from the beginning to the end."
Survey,5,Vacation at Home,You indicated in the survey that you stay at home for vacations. Who are the people you would like to see and spend time with on your vacation?,Describe some of the things that you would like to do with people you visit or see during your vacation.,Describe exactly what you did during the last vacation that you spent at home. Give me a description from the first to the last day of all the people you saw and everything that you did.
Survey,6,Vacation at Home,You indicated in the survey that you stay at home for vacations. Who are the people you would like to see and spend time with on your vacation?,Describe exactly what you did during the last vacation that you spent at home. Give me a description from the first to the last day of all the people you saw and everything that you did.,"Could you tell me about an unusual, unexpected, or satisfying experience you had while at home on vacations?
Tell me all the details of that experience. What happened? Who was involved? And why was this experience somemorable?"
Role-play,5,Appointment,People often have appointments for different things. Tell me about the kinds of places you go for different appointments.,What kinds of things do you do when you make appointments? Tell me what you exactly do when you make these appointments.,"Tell me about an appointment you remember from your childhood. Maybe you visited a doctor, the dentist, or a new school. Tell me about the place you went to for this appointment. What were your impressions? How did you feel?"
Role-play,6,Appointment,People often have appointments for different things. Tell me about the kinds of places you go for different appointments.,"Tell me about an appointment you remember from your childhood. Maybe you visited a doctor, the dentist, or a new school. Tell me about the place you went to for this appointment. What were your impressions? How did you feel?","Sometimes, funny or surprising things happen during an appointment. Tell me about an appointment that you remember for some reason. Tell me everything that happened and why this appointment was so memorable."
Role-play,5,Bank,Tell me about the banks in your country. What do they typically look like? Where are they usually located?,Tell me about the kinds of things you usually do when you go to the bank.,Banks have definitely changed over time. Tell me about a bank you remember from your childhood. What was the bank like? How was it different from banks today?
Role-play,6,Bank,I’d like to give you a situation and ask you to act it out. You need to open a new bank account. Call the bank and ask the teller three to four questions about opening a new account.,"I’m sorry, but there is a problem which I need you to resolve. You just got your credit card, but found out that there is something wrong with it. Call the bank, explain the situation and solve the problem.",That's the end of the situation. Have you ever had any problems with your bank card when you were using banking machines or ATMs? Describe the problem you had in detail.
Role-play,6,Bank,I’d like to give you a situation and ask you to act it out. You need to open a new bank account. Call the bank and ask the teller three to four questions about opening a new account.,"I’m sorry, but there is a problem which I need you to resolve. You just got your credit card, but found out that there is something wrong with it. Call the bank, explain the situation and solve the problem.",That's the end of the situation. Have you ever had any problems with your bank card when you were using banking machines or ATMs? Describe the problem you had in detail.
Role-play,6,Bank,Tell me about the banks in your country. What do they typically look like? Where are they usually located?,Banks have definitely changed over time. Tell me about a bank you remember from your childhood. What was the bank like? How was it different from banks today?,"Sometimes, problems arise when dealing with the bank. Tell me in detail about a problem you had that involved your bank. Maybe the bank was closed when you needed it to be open. Maybe the bank made some kind of mistake. Tell me the story of a time when you had to solve a problem involving your bank."
Role-play,6,Car Problem,I’d like to give you a situation and ask you to act it out. You are driving your car through a small town and have car trouble. Go to the nearest service station and ask for help. Ask three or four questions in order to get the information you need to get your car fixed.,"I'm sorry, but there is a problem which I need you to resolve. Because of the car trouble, you will miss an important business meeting. Call your client and explain the situation and offer some alternative solutions. ",That's the end of the situation. Tell me about the last time you had trouble with your car. What was the problem and how did you deal with it? Give me lot of details.
Role-play,6,Company Interview,"I'd like to give you a situation and ask you to act it out. Imagine that you have an interview for a job at a very important company. To prepare for the interview, you want to learn more about the company. Call the company and ask three or four questions to learn more about it. ","I'm sorry, but there is a problem which I need you to resolve. Due to an emergency, you will not be able to attend your job interview. Call the company and leave a message explaining the situation. And then, offer two or three alternate plans so that you do not lose this opportunity.","Thats the end of the situation. Have you ever had to miss a class, a meeting or an interview at school or for work? Tell me the story of that experience. When did it happen and how did you resolve the situation? Give me lots of details"
Role-play,5,Fashion,What kinds of clothes do people in your country typically wear? Are there different clothes for work and for play? Tell me about the clothes in your country.,What kinds of clothes do you like to wear personally? What are you wearing today? What kind of fashion style do you like? Give me all the details about your fashion style.,"Fashions is always changing. Tell me about the kinds of clothes that were popular when you were younger.
What did the styles look like? How are they different from what is popular now?"
Role-play,5,Fashion,What kinds of clothes do people in your country typically wear? Are there different clothes for work and for play? Tell me about the clothes in your country.,What do you do when you go shopping? Where do you go and what do you look for? Tell me about your typical shopping habits in detail.,"Tell me about the last time you bought a new piece of clothing. What did you need and where did you find it? 
Were there any challenges or problems? Give me all the details."
Role-play,5,Fashion,What kinds of clothes do people in your country typically wear? Are there different clothes for work and for play? Tell me about the clothes in your country.,What do you do when you go to buy new clothes? Where do you go? Who do you go with? Tell me everything about what you do when you buy new clothes.,"Fashions is always changing. Tell me about the kinds of clothes that were popular when you were younger.
What did the styles look like? How are they different from what is popular now?"
Role-play,6,Fashion,What kinds of clothes do people in your country typically wear? Are there different clothes for work and for play? Tell me about the clothes in your country.,"Fashions is always changing. Tell me about the kinds of clothes that were popular when you were younger.
What did the styles look like? How are they different from what is popular now?","Tell me about the last time you bought a new piece of clothing. What did you need and where did you find it? 
Were there any challenges or problems? Give me all the details."
Role-play,6,Fitness Center / Gym,I’d like to give you a situation and ask you to act it out. You want to enroll for a class at a fitness center. Call the fitness center and ask questions about their programs.,"I’m sorry, but there is a problem which I need you to resolve. There is an emergency, and you cannot make it to the session with your personal trainer. Call your trainer and explain the situation. Give some alternatives to make arrangements for a schedule change.",Thats the end of the situation. Have you ever tried anything to become healthier? Tell me everything that you did to improve your health.
Role-play,6,Flight,"I’d like to give you a situation and ask you to act it out. You have arrived at the airport, but your flight has been delayed for two hours. Go to the counter and ask the person there three or four questions about the delay.","I'm sorry, but there is a problem which I need you to resolve. Because of the flight delay, you cannot attend a business meeting. Call your client, explain the situation, and offer some alternatives to solve the problem.",That's the end of the situation. Have you ever encountered any difficulties during a trip? Tell me about that experience and what you did to deal with that difficulty. Give me all the details about that experience.
Role-play,5,Free time,"Tell me about some places people in your country like to spend their free time. Do they visit parks, beaches or other places? What are some popular free time locations?",What do people in your country like to do in their free time? What are some popular free time activities?,Do you have more or less free time now than you did in the past? Describe for me how your free time has changed over time.
Role-play,6,Free time,"Tell me about some places people in your country like to spend their free time. Do they visit parks, beaches or other places? What are some popular free time locations?",Do you have more or less free time now than you did in the past? Describe for me how your free time has changed over time.,"Tell me about the last time you had some free time. What did you do? Who did you spend your free time with?
Tell me everything that happened the last time you had some free time."
Role-play,6,Free time,What do people in your country like to do in their free time? What are some popular free time activities?,Do you have more or less free time now than you did in the past? Describe for me how your free time has changed over time.,"Tell me about the last time you had some free time. What did you do? Who did you spend your free time with?
Tell me everything that happened the last time you had some free time."
Role-play,6,Furniture,I’d like to give you a situation and ask you to act it out. You want to buy a new piece of furniture for your home. Speak to the store clerk and describe what you want. Ask three or four questions about the furniture they have for sale. ,"I’m sorry, but there is a problem which I need you to resolve. when you get your new furniture at your home, you realize that there is a serious problem. Call the store and explain the problem in detail. Then, make some suggestions as to how you can resolve the problem as quickly as possible.",Thats the end of the situation.  Have you ever bought furniture that wasn't what you had expected? Maybe you got the wrong color or maybe it didn't fit in the space you had for it. Tell me about a time when you had a problem with a new piece of furniture. 
Role-play,6,Gathering,"I’d like to give you a situation and ask you to act it out. You want to meet up with your friend on the weekend.
Call your friend and ask two or three questions about what you can do together and when you want to meet.","I'm sorry, but there is a problem which I need you to resolve. You are unable to meet your friend at the time and place that was agreed upon. Call your friend and give three or four alternatives to address the problem.",That's the end of the situation. Was there a time when you had to cancel your plans with someone? Maybe the weather was bad. Maybe you had work or chores that took up your free time. What did you do to deal with the situation that unexpectedly took up your free time?
Role-play,6,Health food ,There is a new health food store in your town. Call the store and ask three or four questions to learn more about the store.,"After purchasing a food item at the store, you have discovered that something is wrong with the item. Call the store and explain the problem in detail and propose a solution.","We sometimes have interesting experiences when we have meals with family, friends or co-workers. Tell me about a memorable meal you had. Who were you with and where did you have the meal? What kind of food did you have?"
Role-play,6,Hopsital,"I’d like to give you a situation and ask you to act it out. You would like to make an appointment to see the doctor. Call the doctor's office and ask three or four questions about the things you need to know. And then, set a time to go see the doctor.","I’m sorry, but there is a problem which I need you to resolve. Something has come up that prevents you from going in to see the doctor. Call the doctor’s office and explain the situation. Give two to three alternatives to make a new appointment with the doctor.","Thafs the end of the situation. Have you ever missed an important appointment or a meeting, or was late for it?
What happened and what did you do? Give me all the details about that experience."
Role-play,5,Hotel,Tell me about the hotels in your country. What are those places like?,"Tell me what you typically do when you go to a hotel. What do you do first, second, et cetera? When do you usually stay at hotels?",People often have memories of especially beautiful and interesting hotels. Tell me about a hotel that you remember for some reason. Where was it? What did it look like? Describe it for me in as much detail as possible.
Role-play,6,Hotel,I’d like to give you a situation and ask you to act it out. You are visiting a new city and need a hotel room for the night. Call a hotel and ask three or four questions to find out about its rooms and services.,"I’m sorry, but there is a problem which I need you to resolve. When you get to your hotel room, it is very small and not clean at all. Call the front desk and describe what you have found in detail. Then, make some suggestions as to how you can resolve the situation","Thats the end of the situation. Sometimes, surprising or unexpected things can happen when you stay at a hotel.
Tell me about a memorable experience you had while staying at a hotel. Maybe there was a problem with your room. Maybe you met some other guests. Tell me the whole story of an interesting hotel visit."
Role-play,6,Hotel,Tell me about the hotels in your country. What are those places like?,People often have memories of especially beautiful and interesting hotels. Tell me about a hotel that you remember for some reason. Where was it? What did it look like? Describe it for me in as much detail as possible.,"When was the last time you stayed in a hotel? Tell me the whole story of where you were, why you were there and what you did there. Take me through the whole hotel stay from start to finish."
Role-play,5,Industry,"Tell me about one industry in your country that is well-known. You can talk about any industry such as the entertainment, technology, automotive industry or other industries. Pick one industry and tell me all about it.","Can you tell me about one promising or famous company in this particular industry? Tell me how the company started, and all the things that have happened that made it become so well- known.","When this company introduced its most important products, were they successful right away? Describe to me the challenges this company faced and how the company was able to succeed. Tell me in as much detail as you can."
Role-play,5,Industry,What are some of the companies that young people want to work for these days? Why do young people want to work for these companies?,What do people usually do to prepare for their future careers? How do they learn about the different types of industries and how do they get ready to apply for those jobs?,Describe a company or industry in your country that is attractive to workers. When did this company or industry start? How has it become successful? What has made this company or industry so attractive to workers?
Role-play,6,Industry,What are some of the companies that young people want to work for these days? Why do young people want to work for these companies?,Describe a company or industry in your country that is attractive to workers. When did this company or industry start? How has it become successful? What has made this company or industry so attractive to workers?,What kinds of efforts have you made for your career in the past? Tell me about some individual efforts that you have made for your career.
Role-play,6,Internet,I’d like to give you a situation and ask you to act it out. Your friend has found a cool website. Call your friend and ask three or four questions about the website he[she] has found.,"I’m sorry, but there is a problem which I need you to resolve. You have tried to check out that website, but it is not available. Call your friend, explain the situation and make some suggestions to solve the problem.","That's the end of the situation. Have you ever had any trouble on the Internet? Perhaps, you had difficulty using a website or you lost Internet connection. What was the exact problem and how did you deal with the situation?"
Role-play,6,Movie,I’d like to give you a situation and ask you to act it out. You want to take your friend to the movies. Call the theater and ask two to three questions to get tickets for you and your friend.,"I’m sorry, but there is a problem which I need you to resolve. When you and your friend arrive at the theater, you discover that theyve sold the wrong tickets to you. Explain the situation to the ticket seller at the booth. Offer two or three alternatives to solve the problem.","Thats the end of the situation. Have you ever bought concert tickets or made plans for a trip, or made plans for other things, but had to cancel at the last minute because of something that happened unexpectedly? Tell me everything about what had happened that prevented you from going."
